PedidoID,CategoriaID,CategoriaNome,CategoriaDescrição,ClienteID,ClienteNome,ClienteContato,ClienteCidade,ClientePaísID,ClientePaís,Vendas Custo,Margem Bruta,Vendas,Desconto,Frete,Qtde,Data,VendedorID,ProdutoID,ProdutoNome,TransportadoraID,FornecedorID
10741,1,Men´s Clothes,Fashion for Men,4,Dr Jims Trousers,Carl Montgomery,London,GBR,UK,2.190.645,1.054.755,324.54,54.09,70.43,15,19/09/2011,9,2,Mr X Trousers,2,1
10248,1,Men´s Clothes,Fashion for Men,4,Dr Jims Trousers,Carl Montgomery,London,GBR,UK,2.843.683,590.717,343.44,0,43.48,12,09/05/2012,2,11,Desperado Jeans,2,5
10864,2,Womens wear,Fashion for Women,4,Dr Jims Trousers,Carl Montgomery,London,GBR,UK,8.574.363,1.147.137,972.15,0,32.43,15,08/05/2012,3,67,X-Dress,2,16
10953,3,Sportwear,Sports…,4,Dr Jims Trousers,Carl Montgomery,London,GBR,UK,3699.99,704.76,4404.75,209.75,29.59,50,20/01/2012,9,20,Tennis Suit,2,8
10864,4,Bath Clothes,Beachwear,4,Dr Jims Trousers,Carl Montgomery,London,GBR,UK,22.297,2.983,25.28,0,32.43,4,08/05/2012,3,35,LA. Shorts,2,16
10248,4,Bath Clothes,Beachwear,4,Dr Jims Trousers,Carl Montgomery,London,GBR,UK,526.194,10.9306,63.55,0,43.48,5,09/05/2012,2,72,Rossi Shorts,2,14
10953,4,Bath Clothes,Beachwear,4,Dr Jims Trousers,Carl Montgomery,London,GBR,UK,347.949,66.276,414.225,19.725,29.59,50,20/01/2012,9,31,Rossi Bermuda Shorts,2,14
10248,5,Ladies´Footwear,Ladies Shoes,4,Dr Jims Trousers,Carl Montgomery,London,GBR,UK,1.162.512,241.488,140.4,0,43.48,10,09/05/2012,2,42,Balett Shoes,2,20
10634,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,12.2148,2.8652,15.08,0,52.12,2,20/06/2011,6,75,Bow tie,1,12
10555,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,59.778,28.782,88.56,14.76,50.88,18,08/04/2010,6,24,Samba Socker  Socks,1,10
10763,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,70.794,16.606,87.4,0,75.34,20,08/03/2011,6,24,Samba Socker  Socks,1,10
10975,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,739.116,9.8884,83.8,0,43.24,10,30/08/2012,6,75,Bow tie,1,12
10700,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,822.555,396.045,121.86,20.31,56.88,5,15/03/2011,6,1,Lenin Jeansshorts,1,1
10434,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.298.138,269.662,156.78,0,79.13,6,09/09/2010,6,11,Desperado Jeans,1,5
10472,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,281.694,70.266,351.96,16.76,61,80,16/01/2010,6,24,Samba Socker  Socks,1,10
11030,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,4.139.145,10.2855,424.2,0,32.34,70,21/02/2012,6,5,O-Man Underwear,1,2
11038,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,8.483.076,1.134.924,961.8,0,31.88,30,25/02/2012,6,71,Atles Lussekofta,1,15
10700,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.395.792,672.048,2067.84,344.64,56.88,60,15/03/2011,6,71,Atles Lussekofta,1,15
11030,1,Men´s Clothes,Fashion for Men,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.712.844,714.656,2427.5,485.5,32.34,100,21/02/2012,6,2,Mr X Trousers,1,1
10975,2,Womens wear,Fashion for Women,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.791.354,373.446,316.48,0,43.24,16,30/08/2012,6,8,Tuxedo,1,3
10789,2,Womens wear,Fashion for Women,23,Champes,Jaques Wilneuve,Lille,FRA,France,463.401,108.699,572.1,0,31.92,30,27/04/2011,6,63,Serve-Shirt,1,7
10805,2,Womens wear,Fashion for Women,23,Champes,Jaques Wilneuve,Lille,FRA,France,687.609,161.291,848.9,0,53.7,10,03/02/2012,6,38,Le Baby Dress,1,18
10558,2,Womens wear,Fashion for Women,23,Champes,Jaques Wilneuve,Lille,FRA,France,8.212.914,1.926.486,1013.94,0,77.38,18,10/08/2010,6,53,Jumpin Jack Flash Dress,1,24
10604,2,Womens wear,Fashion for Women,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.995.704,1.072.536,4068.24,369.84,65.51,10,23/09/2011,6,76,Minnki Pälsii,1,23
10434,2,Womens wear,Fashion for Women,23,Champes,Jaques Wilneuve,Lille,FRA,France,6.430.927,25.009.161,8.931.843,1.165.023,79.13,18,09/09/2010,6,76,Minnki Pälsii,1,23
11050,2,Womens wear,Fashion for Women,23,Champes,Jaques Wilneuve,Lille,FRA,France,16.926.021,4.183.529,21109.55,1919.05,74.8,50,01/09/2012,6,76,Minnki Pälsii,1,23
10480,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,80.879,16.801,97.68,0,26.41,12,24/01/2010,6,59,Rasta WCT,1,28
10454,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.470.528,660.672,213.12,35.52,76.76,20,25/02/2010,6,16,Wimbledon T-Shirt,1,7
10408,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.693.591,351.809,204.54,0,71.84,6,14/10/2010,6,54,Patamonia Fleece Jacket,1,25
10789,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.821.042,427.158,224.82,0,31.92,18,27/04/2011,6,68,Cap,1,8
10555,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,240.975,116.025,357,59.5,50.88,35,08/04/2010,6,19,Squash Shorts,1,8
10432,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.487.312,516.688,300.4,0,64.82,10,07/12/2009,6,26,Bike Helmet,1,11
10375,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,284.688,44.812,329.5,0,70.91,10,12/10/2009,6,54,Patamonia Fleece Jacket,1,25
10966,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,3.031.258,921.062,395.232,51.552,23.19,12,24/01/2012,6,62,Sheat Shoes,1,29
10763,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,343.116,80.484,423.6,0,75.34,40,08/03/2011,6,21,Basket Shoes,1,8
10700,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,438.372,211.068,649.44,108.24,56.88,40,15/03/2011,6,68,Cap,1,8
10454,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,4.615.272,2.073.528,668.88,111.48,76.76,20,25/02/2010,6,33,Car Boots,1,15
11030,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,691.488,288.512,980,196,32.34,100,21/02/2012,6,59,Rasta WCT,1,28
10408,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,9.015.678,1.872.822,1088.85,0,71.84,35,14/10/2010,6,62,Sheat Shoes,1,29
10633,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,9.046.485,379.729,12.843.775,1.675.275,40.81,35,18/02/2011,6,26,Bike Helmet,1,11
10432,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,11.300.544,2.347.456,1364.8,0,64.82,40,07/12/2009,6,54,Patamonia Fleece Jacket,1,25
10316,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,17.738.784,2.792.216,2053.1,0,38.95,70,03/08/2010,6,62,Sheat Shoes,1,29
10633,3,Sportwear,Sports…,23,Champes,Jaques Wilneuve,Lille,FRA,France,1879.2,788.8,2668,348,40.81,80,18/02/2011,6,62,Sheat Shoes,1,29
10805,4,Bath Clothes,Beachwear,23,Champes,Jaques Wilneuve,Lille,FRA,France,62.37,14.63,77,0,53.7,10,03/02/2012,6,34,Baywatch Bikkini,1,16
10789,4,Bath Clothes,Beachwear,23,Champes,Jaques Wilneuve,Lille,FRA,France,71.199,16.701,87.9,0,31.92,15,27/04/2011,6,35,LA. Shorts,1,16
10700,4,Bath Clothes,Beachwear,23,Champes,Jaques Wilneuve,Lille,FRA,France,849.528,409.032,125.856,20.976,56.88,12,15/03/2011,6,34,Baywatch Bikkini,1,16
11046,4,Bath Clothes,Beachwear,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.001.776,190.814,119.259,5.679,54.31,18,28/04/2012,6,35,LA. Shorts,1,16
11046,4,Bath Clothes,Beachwear,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.644.048,313.152,195.72,9.32,54.31,20,28/04/2012,6,12,Tiny Winy Hot Bikini,1,5
11046,4,Bath Clothes,Beachwear,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.758.455,52.542,3.283.875,156.375,54.31,15,28/04/2012,6,32,Rossi Bikkini,1,14
10633,4,Bath Clothes,Beachwear,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.840.184,1.192.176,403.236,52.596,40.81,36,18/02/2011,6,12,Tiny Winy Hot Bikini,1,5
10763,5,Ladies´Footwear,Ladies Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,177.876,4.1724,21.96,0,75.34,6,08/03/2011,6,22,Ravellis Träskor,1,9
11038,5,Ladies´Footwear,Ladies Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,136.904,18.316,155.22,0,31.88,2,25/02/2012,6,52,Small Crocodile Boots,1,24
10663,5,Ladies´Footwear,Ladies Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,3.667.775,981.625,464.94,22.14,47.54,30,15/10/2011,6,42,Balett Shoes,1,20
10966,5,Ladies´Footwear,Ladies Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,4.140.461,1.258.099,539.856,70.416,23.19,12,24/01/2012,6,56,High Heels Shoes,1,26
10555,5,Ladies´Footwear,Ladies Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,1292.76,622.44,1915.2,319.2,50.88,40,08/04/2010,6,56,High Heels Shoes,1,26
10558,5,Ladies´Footwear,Ladies Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.068.902,485.298,2554.2,0,77.38,30,10/08/2010,6,52,Small Crocodile Boots,1,24
10604,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.623.726,581.334,220.506,20.046,65.51,6,23/09/2011,6,48,Root Boot,1,22
10558,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,501.39,117.61,619,0,77.38,25,10/08/2010,6,47,Lundenhagen Boots,1,22
10480,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,6.460.884,1.342.116,780.3,0,26.41,30,24/01/2010,6,47,Lundenhagen Boots,1,22
10634,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,12.270.285,2.878.215,1514.85,0,52.12,15,20/06/2011,6,51,Snake Boots,1,24
10472,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,13.516.438,2.807.762,1632.42,0,61,18,16/01/2010,6,51,Snake Boots,1,24
10663,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.568.646,464.784,2033.43,96.83,47.54,20,15/10/2011,6,51,Snake Boots,1,24
10558,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,15.889.367,2.396.633,1828.6,0,77.38,20,10/08/2010,6,51,Snake Boots,1,24
10555,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.647.702,793.338,2441.04,406.84,50.88,20,08/04/2010,6,51,Snake Boots,1,24
11030,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,71.087.436,29.660.064,10074.75,2014.95,32.34,60,21/02/2012,6,29,Davenport,1,12
10375,7,Children´s wear,3-15 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.798.064,440.436,323.85,0,70.91,15,12/10/2009,6,14,Kool Sunglasses,1,6
10555,7,Children´s wear,3-15 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,521.478,251.082,772.56,128.76,50.88,30,08/04/2010,6,14,Kool Sunglasses,1,6
10634,7,Children´s wear,3-15 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,10.452.645,2.451.855,1290.45,0,52.12,35,20/06/2011,6,7,Conserve Shoes,1,3
10558,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.4057,5.643,2.97,0,77.38,3,10/08/2010,6,73,Mehmet-Napp,1,17
10408,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,324.576,6.7424,39.2,0,71.84,10,14/10/2010,6,37,Mehmet-Skor,1,17
10966,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,324.593,9.007,33.36,0,23.19,8,24/01/2012,6,37,Mehmet-Skor,1,17
10316,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,774.144,12.1856,89.6,0,38.95,10,03/08/2010,6,41,Duck Shirt,1,19
11038,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,783.657,282.543,106.62,17.77,31.88,5,25/02/2012,6,40,Duck Trousers,1,19
10454,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,991.116,445.284,143.64,23.94,76.76,10,25/02/2010,6,46,Rodbye Troje,1,21
10482,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.520.496,238.504,175.9,0,44.07,10,25/01/2010,6,40,Duck Trousers,1,19
10655,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,169.614,81.666,251.28,41.88,61.06,20,09/07/2011,6,41,Duck Shirt,1,19
10633,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,2.544.048,1.067.872,361.192,47.112,40.81,13,18/02/2011,6,13,Aino Shoes,1,6
10663,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,469.962,139.248,609.21,29.01,47.54,30,15/10/2011,6,40,Duck Trousers,1,19
10789,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,5.947.627,1.012.373,696,0,31.92,30,27/04/2011,6,18,Deuce shirt,1,7
10634,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,1.119.015,262.485,1381.5,0,52.12,50,20/06/2011,6,18,Deuce shirt,1,7
10452,2,Womens wear,Fashion for Women,71,Sunny Ski Store,Perry Farell,Boise,USA,USA,6.699.348,1.796.202,8495.55,404.55,33.5,100,24/02/2010,9,44,Okkaba Skin Jackets,2,20
10398,3,Sportwear,Sports…,71,Sunny Ski Store,Perry Farell,Boise,USA,USA,37.150.704,12.204.096,4935.48,448.68,27.57,120,05/09/2010,3,55,Feiss Fleece Trousers,2,25
10398,4,Bath Clothes,Beachwear,71,Sunny Ski Store,Perry Farell,Boise,USA,USA,1.463.896,171.104,163.5,0,27.57,30,05/09/2010,3,35,LA. Shorts,2,16
10452,7,Children´s wear,3-15 Years,71,Sunny Ski Store,Perry Farell,Boise,USA,USA,6.096.978,1.266.522,736.35,0,33.5,15,24/02/2010,9,28,RDL Suit,2,12
10596,1,Men´s Clothes,Fashion for Men,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,181.521,87.399,268.92,44.82,57.12,30,16/05/2011,3,75,Bow tie,2,12
10504,1,Men´s Clothes,Fashion for Men,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,203.688,42.312,246,0,37.89,12,17/04/2010,9,2,Mr X Trousers,2,1
10469,1,Men´s Clothes,Fashion for Men,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,5.815.872,2.261.728,807.76,105.36,61.04,40,14/01/2010,3,2,Mr X Trousers,2,1
10469,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,1.129.061,439.079,156.814,20.454,61.04,2,14/01/2010,3,44,Okkaba Skin Jackets,2,20
10483,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,3.494.988,937.062,443.205,21.105,36.66,30,27/02/2011,2,77,Skirt,2,12
10596,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,4.007.124,1.424.556,543.168,90.528,57.12,24,16/05/2011,3,63,Serve-Shirt,2,7
10504,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,5.160.096,1.071.904,623.2,0,37.89,10,17/04/2010,9,53,Jumpin Jack Flash Dress,2,24
10344,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,6.283.872,989.128,727.3,0,22.69,35,07/09/2009,2,4,Oyaki Kimono,2,2
10344,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,12.226.774,4.748.226,1697.5,339.5,22.69,70,07/09/2009,2,8,Tuxedo,2,3
11032,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,1.886.598,252.402,2139,0,30.6,25,22/03/2012,9,38,Le Baby Dress,2,18
11066,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,247.666,3.3134,28.08,0,57.37,3,06/03/2012,9,16,Wimbledon T-Shirt,2,7
10693,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,52.731,22.134,74.865,9.765,25.54,30,11/08/2011,2,69,Racing Truck  Socks,2,15
10861,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,776.601,10.3899,88.05,0,44.72,3,04/04/2012,3,62,Sheat Shoes,2,29
10504,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,106.812,22.188,129,0,37.89,12,17/04/2010,9,21,Basket Shoes,2,8
11032,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,2.058.588,275.412,233.4,0,30.6,30,22/03/2012,9,59,Rasta WCT,2,28
10469,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,2.770.488,1.077.412,384.79,50.19,61.04,35,14/01/2010,3,16,Wimbledon T-Shirt,2,7
10861,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,3.242.232,433.768,367.6,0,44.72,40,04/04/2012,3,21,Basket Shoes,2,8
11066,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,3.634.016,486.184,412.02,0,57.37,42,06/03/2012,9,19,Squash Shorts,2,8
10723,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,3.894.075,913.425,480.75,0,37.82,15,04/09/2011,2,26,Bike Helmet,2,11
10504,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,538.614,111.886,650.5,0,37.89,25,17/04/2010,9,61,Adihash Running Shoe,2,29
10861,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,8.121.897,1.086.603,920.85,0,44.72,35,04/04/2012,3,33,Car Boots,2,15
10904,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,824.229,110.271,934.5,0,72.68,35,30/12/2011,3,62,Sheat Shoes,2,29
10269,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,1.420.416,305.784,1726.2,82.2,54.26,60,07/03/2010,3,33,Car Boots,2,15
10693,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,1.800.144,755.616,2555.76,333.36,25.54,60,11/08/2011,2,54,Patamonia Fleece Jacket,2,25
10740,4,Bath Clothes,Beachwear,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,170.1,81.9,252,42,25.96,35,18/04/2011,3,35,LA. Shorts,2,16
10269,4,Bath Clothes,Beachwear,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,2.102.976,452.724,255.57,12.17,54.26,20,07/03/2010,3,72,Rossi Shorts,2,14
10483,4,Bath Clothes,Beachwear,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,231.84,62.16,294,14,36.66,35,27/02/2011,2,34,Baywatch Bikkini,2,16
11066,4,Bath Clothes,Beachwear,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,2.343.033,313.467,265.65,0,57.37,35,06/03/2012,9,34,Baywatch Bikkini,2,16
10596,5,Ladies´Footwear,Ladies Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,1.454.355,700.245,215.46,35.91,57.12,5,16/05/2011,3,56,High Heels Shoes,2,26
10740,5,Ladies´Footwear,Ladies Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,4.495.176,2.164.344,665.952,110.992,25.96,14,18/04/2011,3,56,High Heels Shoes,2,26
10693,6,Men´s Footwear,Men Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,1.824.293,293.707,211.8,0,25.54,6,11/08/2011,2,9,Fuji Boots,2,4
10740,6,Men´s Footwear,Men Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,302.292,145.548,447.84,74.64,25.96,40,18/04/2011,3,45,Danske Treshoe,2,21
10696,6,Men´s Footwear,Men Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,412.776,96.824,509.6,0,40.47,20,13/08/2011,3,17,TieBreak Tennis shoes,2,7
10861,6,Men´s Footwear,Men Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,9.405.472,1.258.328,1066.38,0,44.72,42,04/04/2012,3,17,TieBreak Tennis shoes,2,7
10740,7,Children´s wear,3-15 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,1.705.455,821.145,252.66,42.11,25.96,5,18/04/2011,3,28,RDL Suit,2,12
10693,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,14.337,6.018,20.355,2.655,25.54,15,11/08/2011,2,73,Mehmet-Napp,2,17
10696,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,1.752.516,411.084,216.36,0,40.47,18,13/08/2011,3,46,Rodbye Troje,2,21
11032,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,2.309.076,308.924,261.8,0,30.6,35,22/03/2012,9,36,Mehmet-Tröja,2,17
10861,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,4.203.612,562.388,476.6,0,44.72,20,04/04/2012,3,18,Deuce shirt,2,7
10904,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,5.912.487,791.013,670.35,0,72.68,15,30/12/2011,3,58,Ga-Ga Dress,2,27
10358,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,366.336,7.8864,44.52,2.12,61.24,10,24/02/2012,1,24,Samba Socker  Socks,3,10
10446,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,697.176,229.024,92.62,8.42,40.45,20,18/01/2010,1,24,Samba Socker  Socks,3,10
10577,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,135.432,31.768,167.2,0,33.52,20,28/04/2011,1,75,Bow tie,3,12
10822,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,1.464.318,343.482,180.78,0,67.33,6,13/05/2012,1,70,US-Master Jeans,3,7
10514,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,305.118,63.382,368.5,0,40.04,50,28/05/2010,1,75,Bow tie,3,12
10935,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,3.917.403,524.097,444.15,0,45.44,21,14/03/2012,1,1,Lenin Jeansshorts,3,1
10918,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,1.029.294,429.456,1458.75,291.75,34.42,60,11/06/2012,1,1,Lenin Jeansshorts,3,1
10401,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,15.097.752,3.136.248,1823.4,0,35.9,60,18/10/2010,1,71,Atles Lussekofta,3,15
10602,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,530.145,28.798,818.125,163.625,47.74,5,22/05/2011,1,77,Skirt,3,12
10493,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,1.178.658,387.192,156.585,14.235,21.74,15,06/02/2010,1,65,Stretch oui-pants,3,2
10401,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,1.500.336,311.664,181.2,0,35.9,20,18/10/2010,1,65,Stretch oui-pants,3,2
10493,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,1.650.204,542.096,219.23,19.93,21.74,10,06/02/2010,1,66,Langoste Shirt,3,2
10577,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,1.778.927,372.073,215.1,0,33.52,18,28/04/2011,1,77,Skirt,3,12
10511,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,1.819.116,707.434,252.655,32.955,30.11,10,24/05/2010,1,8,Tuxedo,3,3
10514,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,3.613.885,676.115,429,0,40.04,39,28/05/2010,1,65,Stretch oui-pants,3,2
10977,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,3.824.352,511.648,433.6,0,65.21,20,30/01/2012,1,63,Serve-Shirt,3,7
10577,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,508.032,119.168,627.2,0,33.52,10,28/04/2011,1,39,Terence Top,3,18
10511,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,987.804,384.146,1371.95,178.95,30.11,50,24/05/2010,1,4,Oyaki Kimono,3,2
10977,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,16.018.884,2.143.116,1816.2,0,65.21,30,30/01/2012,1,39,Terence Top,3,18
11033,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,3.417.309,844.641,4261.95,387.45,72.57,70,22/03/2012,1,53,Jumpin Jack Flash Dress,3,24
10493,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,154.836,5.0864,20.57,1.87,21.74,10,06/02/2010,1,69,Racing Truck  Socks,3,15
10746,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,67.068,15.732,82.8,0,34.33,40,24/09/2011,1,69,Racing Truck  Socks,3,15
11033,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,720.025,131.375,85.14,7.74,72.57,36,22/03/2012,1,69,Racing Truck  Socks,3,15
